title,authors,published,pdf,summary_generated
Enhancing Human-Likeness in Reinforcement Learning Agents via Hierarchical Macro Action Quantization,"Usman Nizamani, M. Shaheer Luqman, Fawad Javed Fateh, Ali Shah Ali, Murad Popattia, M. Zeeshan Zia, Quoc-Huy Tran",2026-05-29 07:18:20+00:00,https://arxiv.org/pdf/2605.30928v1," Human-like agents are a long-standing goal of artificial intelligence . Despite strong performance, most reinforcement learning agents remain reward-driven . In this work, we introduce a novel human-like RL framework that predicts action sequences aligned with human behaviors while maximizing rewards ."
De-attribute to Forget for LLM Unlearning,"Xinyang Lu, Jiabao Pan, Rachael Hwee Ling Sim, See-Kiong Ng, Anthony Kum Hoe Tung, Bryan Kian Hsiang Low",2026-05-29 07:03:20+00:00,https://arxiv.org/pdf/2605.30919v1, The rapid development of large language models has raised concerns on the use of inappropriate data for training . We propose the first LLM unlearning framework based on data attribution rewards called DareU . DareU performs reinforcement learning to update the LLM by reducing the attribution score of its generated responses .
Toxic HallucinAItions: Perturbing Prompts and Tracing LLM Circuits,"Soorya Ram Shimgekar, Agam Goyal, Amruta Parulekar, Joshua Chen, Yian Wang, Navin Kumar, Hari Sundaram, Eshwar Chandrasekharan, Koustuv Saha",2026-05-29 06:58:47+00:00,https://arxiv.org/pdf/2605.30913v1, Large language models (LLMs) are increasingly deployed in conversational settings where user tone ranges from polite to adversarial or toxic . Less is known about whether toxic language in otherwise semantically equivalent prompts can degrade factual reliability . We study how lexical and tone-based prompt perturbations affect factual reliability of LLMs .
What Makes LVLMs Hallucinate Less? Unveiling the Architectural Factors Behind Hallucination Robustness,"Yusheng He, Jizhe Zhou, Xia Du, Zheng Lin, Jun Luo, Jiancheng Lv",2026-05-29 06:47:31+00:00,https://arxiv.org/pdf/2605.30911v1," Hallucination remains one of the key challenges undermining reliability of Large Vision-Language Models . But what makes an LVLM hallucinate less? We argue that hallucination fundamentally stems from how the model architecture is designed . We propose CoSimUE, a benchmark that creates fine-grained hallucination scenarios ."
BlueFin: Benchmarking LLM Agents on Financial Spreadsheets,"Srivatsa Kundurthy, Clara Na, Colton Moraine, Anoushka Mohta, Case Winter, George Fang, John Ling, Emma Strubell, Zach Kirshner",2026-05-29 06:43:23+00:00,https://arxiv.org/pdf/2605.30907v1," BlueFin tasks large language model agents with synthesis, manipulation, and comprehension tasks over spreadsheet workbooks in the professional finance domain . We curate a set of 131 challenging, complex tasks with real-world relevance in the domain ."
Inverse Reinforcement Learning without an Optimal Demonstrator: A Feasible Reward Set Approach,"Kihyun Kim, Shripad Deshmukh, Nikos Vlassis, Jiawei Zhang",2026-05-29 06:38:10+00:00,https://arxiv.org/pdf/2605.30903v1, Inverse reinforcement learning (IRL) typically assumes demonstrations from a single optimal demonstrator . In many applications data come from multiple imperfect demonstrators with heterogeneous suboptimality levels . We study reward learning in this setting through a feasible-reward-set framework . We show that the joint feasible set shrinks monotonically as data are added .
BilliardPhys-Bench: Benchmarking Physical Reasoning and Visual Dynamics of Multimodal LLMs,"Ben Wang, Xiaogang Li, Ruochen Gao, Peiyao Xiao, Chengliang Xu, Zeyu Wang, Zichao Chen, Bing Zhao, Hu Wei",2026-05-29 06:34:15+00:00,https://arxiv.org/pdf/2605.30900v1," Current multimodal models handle static image recognition well, but intuitive physical reasoning remains a weakness . We present BilliardPhys-Bench, a benchmark for physical reasoning in synthetic billiards environments . Performance drops as simulation time increases and scene geometry grows more complex ."
A Unified and Reproducible Experimentation Framework for Speech Understanding,"Jing Peng, Junhao Du, Chenghao Wang, Hanqi Li, Yi Yang, Yixuan Wang, Xiaoyu Gu, Guanyu Chen, Yucheng Wang, Jiang Li, Zhangjie Zhao, Haoran Wang, Wenming Tu, Haoyu Li, Duo Ma, Lirong Qian, Yu Xi, Wen Wen, Jiaqi Guo, Hui Zhang, Shuai Fan, Wenbin Jiang, Shuai Wang, Kai Yu",2026-05-29 06:33:36+00:00,https://arxiv.org/pdf/2605.30899v1," Speech foundation models and Speech LLMs have advanced speech understanding, but deployment-oriented model selection is hindered by non-comparable evaluations caused by mismatched post-processing . We present SURE, a unified experimentation framework that standardizes prediction formats, normalization, and scoring ."
UniScale: Adaptive Unified Inference Scaling via Online Joint Optimization of Model Routing and Test-Time Scaling,"Kaiyu Huang, Xingyu Wang, Mingze Kong, Zhubo Shi, Yuqian Hou, Hong Xu, Zhongxiang Dai, Minchen Yu, Qingjiang Shi",2026-05-29 06:31:21+00:00,https://arxiv.org/pdf/2605.30898v1," In real-world deployments of large language models, balancing inference quality and computational cost has become a central challenge . Existing approaches tackle this trade-off along two largely independent dimensions: model routing and test-time scaling . However, this decoupled design introduces inherent limitations ."
PatchWorld: Gradient-Free Optimization of Executable World Models,"Jiaxin Bai, Yue Guo, Yifei Dong, Jiaxuan Xiong, Tianshi Zheng, Yixia Li, Tianqing Fang, Yufei Li, Yisen Gao, Haoyu Huang, Zhongwei Xie, Hong Ting Tsang, Zihao Wang, Lihui Liu, Jeff Pan, Yangqiu Song",2026-05-29 06:11:14+00:00,https://arxiv.org/pdf/2605.30880v1," PatchWorld is a gradient-free framework that turns offline trajectories into Python world models . Instead of predicting the next observation with a black-box model, PatchWorld induces symbolic belief-state programs whose action updates can be inspected, replayed, and locally patched ."
Federated Variational Preference Alignment with Gumbel-Softmax Prior for Personalized User Preferences,"Jabin Koo, Hoyoung Kim, Minwoo Jang, Jungseul Ok",2026-05-29 05:52:21+00:00,https://arxiv.org/pdf/2605.30873v1, Federated Learning (FL) offers a privacy-preserving pathway for aligning Large Language Models . But adapting it to decentralized settings presents a fundamental challenge: posterior collapse driven by severe local data scarcity and heterogeneity . We propose Federated Variational Preference Alignment with Gumbel-Softmax Prior (FedVPA-GP)
DSD-GS: Dynamic-Static Decomposition of Gaussian Splatting for Efficient and High-Fidelity Dynamic Scene Reconstruction,"Youngtae Han, Sung-hwan Han, Youngmin Yi",2026-05-29 05:38:00+00:00,https://arxiv.org/pdf/2605.30863v1," Dynamic scene reconstruction and novel view synthesis are fundamental to next-generation visual intelligence applications such as virtual reality, robotics, and digital twins . High-fidelity reconstruction of complex, time-varying scenes from arbitrary viewpoints remains a challenge ."
Sophrosyne: Agentic Exploration of Relational Data Systems Needs Moderation,"Madhav Jivrajani, Ramnatthan Alagappan, Aishwarya Ganesan",2026-05-29 05:37:54+00:00,https://arxiv.org/pdf/2605.30862v1, Text2SQL agents powered by LLMs translate natural language intent into SQL by exploring the data system through tool calls before formulating the query . We argue that curbing over-exploration is key to the effective use of these API surfaces .
Distilling LLM Feedback for Lean Theorem Proving,"Gaetan Narozniak, Gérard Biau, Rémi Munos, Ahmad Rammal, Pierre Marion",2026-05-29 05:35:00+00:00,https://arxiv.org/pdf/2605.30861v1," Post-training for reasoning models typically combines supervised fine-tuning with reinforcement learning from verifiable rewards . We propose Feedback Distillation, a training method where the model is trained to match, at the token level, its own distribution conditioned on privileged feedback produced by a language model ."
DARTS: Distribution-Aware Active Rollout Trajectory Shaping for Accelerating LLM Reinforcement Learning,"Yujie Wang, Siwei Chen, Longzan Luo, Xinyi Liu, Xupeng Miao, Fangcheng Fu, Bin Cui",2026-05-29 05:31:46+00:00,https://arxiv.org/pdf/2605.30859v1, Reinforcement Learning (RL) suffers from rollout efficiency bottlenecks due to long-tail response length distribution . We propose a novel paradigm of active distribution shaping to shape the rollout distribution towards conciseness and certainty .
Safe Equilibrium Policy Optimization for Strategic Agent Policies,"Karthika Arumugam, Kiran Kumar Manku, Amit Dhanda",2026-05-29 05:20:32+00:00,https://arxiv.org/pdf/2605.30854v1," Language models fine-tuned with reinforcement learning typically optimize for task reward, ignoring multi-agent strategic structure . We propose Safe Equilibrium Policy Optimization (\sepo{}), a training objective that augments expected payoff with explicit penalties for exploitability, collusion risk, and externality cost ."
Fine-Tuning Improves Information Conveyance in Language Models,"Yuwei Cheng, Weiyi Tian, Haifeng Xu",2026-05-29 05:05:01+00:00,https://arxiv.org/pdf/2605.30844v1," Fine-tuning is often believed to reduce uncertainty and diversity in large language models . But existing analyses overlook output length, a key confounder, and therefore fail to capture how uncertainty is distributed across an entire generation rollout . We propose Canopy Entropy ($\mathrm{CE}^\star$), a measure that views language generation from a tree perspective ."
COMPASS: Cognitive MCTS-Guided Process Alignment for Safe Search Agents,"Wenkai Shen, Pengyang Zhou, Jiahe Xu, Jiaming Qian, Haozhe He, Zhihao Huang, Chaochao Chen, Xiaolin Zheng",2026-05-29 04:51:06+00:00,https://arxiv.org/pdf/2605.30838v1," LLM-powered search agents enable multi-step reasoning and tool use . But harmful intents may decompose into seemingly innocuous sub-queries that lead to unsafe outcomes . Existing alignment methods struggle to capture sparse safety signals and fail to supervise diverse violations . We propose COMPASS, a Cognitive MCTS-Guided Process Alignment framework ."
Hide-and-Seek in Trajectories: Discovering Failure Signals for VLA Runtime Monitoring,"Seongheon Park, Wendi Li, Changdae Oh, Samuel Yeh, Zsolt Kira, Michael Hagenow, Sharon Li",2026-05-29 04:40:12+00:00,https://arxiv.org/pdf/2605.30834v1, Vision-Language-Action (VLA) models enable robots to follow natural language instructions and generalize across diverse tasks . They remain vulnerable to execution failures that compromise reliability in real-world deployment . Hide-and-Seek is a framework that formulates VLA failure detection as a coarsely supervised learning problem .
Your Teacher Can't Help You Here: Combating Supervision Fidelity Decay in On-Policy Distillation,"Yanjiang Liu, Jie Lou, Xinyan Guan, Yuqiu Ji, Hongyu Lin, Ben He, Xianpei Han, Le Sun, Xing Yu, Yaojie Lu",2026-05-29 04:39:20+00:00,https://arxiv.org/pdf/2605.30833v1," On-policy distillation transfers reasoning capabilities by training a student model on its own generated trajectories using token-level feedback from a teacher . As student-generated prefixes lengthen, the teacher's next-token distribution becomes less confident and less discriminative . The teacher-dependent corrective signal in reverse-KL distillation weakens ."
SLAT: Segment-Level Adaptive Trimming for Efficient CoT Reasoning,"Jian Yao, Xiongcai Luo, Ran Cheng, Kay Chen Tan",2026-05-29 04:37:49+00:00,https://arxiv.org/pdf/2605.30832v1," Recent advances in Large Reasoning Models have significantly improved chain-of-thought (CoT) capabilities via reinforcement learning (RL) However, generated reasoning chains frequently suffer from structural redundancy (i.e., \emph{overthinking}), incurring high computational overhead without improving answer correctness . Existing mitigation strategies typically rely on token-uniform length penalties ."
Beyond Agreement: Scoring Panel-Surfaced Biomedical Entity Candidates for Curator Triage,"Shuheng Cao, Ruiqi Chen, Renjie Cao, Zhenhao Zhang, Siyu Zhang, Tingting Dan",2026-05-29 04:26:13+00:00,https://arxiv.org/pdf/2605.30826v1," Biomedical NER is deceptively simple for modern LLMs . Multi-LLM agreement is a salience signal, not corpus-convention correctness . We introduce a candidate-level panel-output benchmark for panel-surfaced candidate verification ."
Unlearning in Diffusion Models: A Unified Framework with KL Divergence and Likelihood Constraints,"Shervin Khalafi, Alejandro Ribeiro, Dongsheng Ding",2026-05-29 04:25:45+00:00,https://arxiv.org/pdf/2605.30825v1, Unlearning in diffusion models aims to remove undesirable data or concepts while preserving the utility of pretrained models . We propose a principled constrained optimization framework that formulates unlearning as minimizing deviation from a pretrained model .
Planner-Centric Reinforcement Learning for Deep Research with Structure-Aware Reward,"Mustafa Anis Hussain, Xinle Wu, Yao Lu",2026-05-29 04:18:55+00:00,https://arxiv.org/pdf/2605.30824v1, DecomposeR is a planner-centric deep research framework that represents research plans as typed directed acyclic graphs . We train a Qwen3-8B model in two stages: planner reinforcement learning (RL) first learns graph structure and query decomposition .
GaMi: Geometry-Agnostic Material Identification via Cross-Modal Subtractive Disentanglement,"Zhiwei Chen, Yijie Li, Yimo Zhang, Shiyun Shao, Yichao Chen, Dian Ding, Liang Wang, Haiwei Wu, Liwei Guo, Jie Yang, Xiaosong Zhang, Yongzhao Zhang",2026-05-29 04:09:12+00:00,https://arxiv.org/pdf/2605.30818v1," GaMi is a multimodal material identification system integrating mmWave and acoustic sensing to robustly operate under unconstrained geometric conditions . By leveraging the insight of shared geometric consistency between co-located bimodal sensors, GaMi employs an intra-sample cross-modal subtractive disentanglement framework ."
Differentially Private Preference Data Synthesis for Large Language Model Alignment,"Fengyu Gao, Jing Yang",2026-05-29 03:53:12+00:00,https://arxiv.org/pdf/2605.30808v1," Preference alignment is a crucial post-training step for large language models to ensure their outputs align with human values . Post-training on real human preference data raises privacy concerns . We propose DPPrefSyn, a novel algorithm for generating differentially private (DP) synthetic preference data to enable privacy-preserving preference alignment ."
PReMISE: Policy Rubrics as Measurement Specifications for LLM Judges,"Swastik Roy, Rajkumar Pujari, Tharindu Kumarage, Charith Peris, Rahul Gupta, Anna Rumshisky, Pradeep Natarajan, Venkatesh Saligrama",2026-05-29 03:45:11+00:00,https://arxiv.org/pdf/2605.30803v1," LLM judges are increasingly used to evaluate open-ended responses, but their scores depend strongly on the rubrics that condition them . We treat reusable rubrics as measurement specifications: changing the rubric changes the response quality measurement by a fixed judge . We introduce PReMISE, a framework that, given pairwise human-preference data, discovers a policy-level rubric set ."
Design and Evaluation of Multi-Agent AI Oracle Systems for Prediction Market Resolution,Tarun Kota,2026-05-29 03:44:19+00:00,https://arxiv.org/pdf/2605.30802v1, Single-LLM oracles achieve meaningful accuracy but inherit all failure modes of their underlying model with no self-correction mechanism . Multi-agent LLM architectures can improve oracle resolution accuracy over single-model baselines .
MechVQA: Benchmarking and Enhancing Multimodal LLMs on Comprehensive Mechanical Drawing Understanding,"Qian Kou, Xiaofeng Shi, Yulin Li, Xiaosong Qiu, Xinyang Wang, Hua Zhou, Cao Dongxing",2026-05-29 03:34:37+00:00,https://arxiv.org/pdf/2605.30794v1," MechVQA contains 3.3k high-density pictures with 21K question-answer pairs . It spans 10 different fine-grained tasks across three capability levels: Recognition, Reasoning, and Judg ."
OpenSTBench: Beyond Semantic Evaluation for Speech Translation,"Yanjie An, Yuxiang Zhao, Yichi Zhang, Qixi Zheng, Yujie Tu, Keqi Deng, Kai Yu, Xie Chen",2026-05-29 03:31:04+00:00,https://arxiv.org/pdf/2605.30792v1," Speech translation systems increasingly span speech-to-text translation (S2TT) and offline translation . These systems produce outputs that differ in modality, speech realization, and timing behavior . Existing evaluation practices assess important aspects such as translation quality, speech quality, and temporal quality, but these aspects are often evaluated under separate protocols ."
On the impact of retrieved content representations in RAG Pipelines,"Jonathan J Ross, Bevan Koopman, Anton van der Vegt, Guido Zuccon",2026-05-29 03:26:41+00:00,https://arxiv.org/pdf/2605.30790v1, Retrieval-Augmented Generation (RAG) supplements a language model's input with retrieved documents . Yet most RAG pipelines inherit retrieval components designed for human readers . How retrieved content should be represented when the consumer is a large language model rather than a human is less well understood .
Smaller Models are Natural Explorers for Policy-Level Diversity in GRPO,"Yiming Ren, Yiran Xu, Zicheng Lin, Chufan Shi, Yukang Chen, Dingdong Wang, Tianhe Wu, Junjie Wang, Yujiu Yang, Yu Qiao, Ruihang Chu",2026-05-29 03:25:56+00:00,https://arxiv.org/pdf/2605.30789v1," We identify a new dimension for enhancing rollout diversity in Group Relative Policy Optimization (GRPO) for LLMs . We uncover that smaller models within the same model family inherently exhibit higher policy-level diversity, indicated by their superior pass@k relative to larger counterparts as sample counts increase . This diversity is temporally correlated, preserves logical consistency, and provides structured exploration signals for gradient estimation ."
XLGoBench: Detecting cross-lingual skill gaps with algorithmic tasks,"Purvam Jain, Preethi Jyothi, Vihari Piratla, Suvrat Raju",2026-05-29 03:25:32+00:00,https://arxiv.org/pdf/2605.30788v1," We introduce a set of synthetic algorithmic tasks to detect cross-lingual gaps in the abilities of large language models . Our benchmark is commensurate across languages, since it requires models to perform the same underlying task in different languages ."
Learning Agent-Compatible Context Management for Long-Horizon Tasks,"Lu Yi, Runlin Lei, Liuyi Yao, Yuexiang Xie, Yuyang Li, Wenhao Zhang, Zhewei Wei, Yaliang Li, Jian-Yun Nie",2026-05-29 03:21:08+00:00,https://arxiv.org/pdf/2605.30785v1, Adaptive Context Management (AdaCoM) trains external LLM to manage the context of a frozen agent . AdaCoM substantially improves performance across diverse agents on web search and deep research benchmarks .
Chatterbox-Flash: Prior-Calibrated Block Diffusion for Streaming Zero-Shot TTS,"Deokjin Seo, Gangin Park, Kihyun Nam",2026-05-29 02:25:02+00:00,https://arxiv.org/pdf/2605.30748v1, Chatterbox-Flash is a zero-shot text-to-speech model obtained by fine-tuning a pretrained autoregressive TTS decoder into a block-diffusion decoder . It enables parallel token generation within each block while retaining block-by-block streaming .
Generating Graph-like Rules for Knowledge Graph Reasoning via Diffusion Models,"Haoxiang Cheng, Yunfei Wang, Chao Chen, Kewei Cheng, Zhipeng Lin, Haoxuan Li, Changjun Fan, Shixuan Liu",2026-05-29 02:23:13+00:00,https://arxiv.org/pdf/2605.30747v1," Logical rules constitute a cornerstone of knowledge graph (KG) reasoning, valued for their interpretability and ability to model relational patterns . But existing rule mining methods predominantly focus on simple chain-like rules . This limitation is further exacerbated by computational bottlenecks caused by combinatorial explosion of the search space ."
GSAM: A Generalizable and Safe Robotic Framework for Articulated Object Manipulation,"Beichen Shao, Mengying Xie, Heng Su, Wanyi Zhang, Mingyan Li, Yan Ding, Fausto Giunchiglia, Chao Chen",2026-05-29 02:09:17+00:00,https://arxiv.org/pdf/2605.30740v1," Existing methods employ end-to-end policy learning, vision motion planning, and large-language/visual-language model (LLM/VLM) methods often overlook the diversity of articulated objects and the complexity of interactions between end-effector and handle . GSAM is a generalizable and safe robotic framework for articulated object manipulation ."
MAVEN: Improving Generalization in Agentic Tool Calling,"Omkar Ghugarkar, Vishvesh Bhat, Muhammad Ahmed Mohsin, Asad Aali",2026-05-29 02:02:31+00:00,https://arxiv.org/pdf/2605.30738v1," MAVEN (Modular Agentic Verification and Execution Network) is a lightweight symbolic reasoning scaffold for structured decomposition, adaptive tool orchestration, and intermediate verification . We evaluate MAVEN across established tool-calling benchmarks, including BFCL v3, TauBench, Tau2Bench, AceBench, and introduce MAVEN-Bench ."
OrcaRouter: A Production-Oriented LLM Router with Hybrid Offline-Online Learning,"Zhenghua Bao, Fengya Tian, Chris Zhang, Zhenjun Chen, Xile Ma, Yi Shi",2026-05-29 01:59:07+00:00,https://arxiv.org/pdf/2605.30736v1," OrcaRouter combines a LinUCB-based contextual bandit over lexical and sentence-embedding features with a hybrid offline-online learning protocol . Offline, the router obtains full-information feedback by evaluating each candidate model on a curated set of routing prompts ."
Kalimati Vegetable Price Index Forecasting with a Momentum Corrected Online Stacking Ensemble,Sahaj Raj Malla,2026-05-29 01:25:32+00:00,https://arxiv.org/pdf/2605.30720v1," Kalimati Vegetable Price Index (KVPI) aggregates 135 daily wholesale commodities from Kathmandu over ten years (2013-2023) By creating a stable macro-level signal, the KVPI reduces the noise inherent in modelling individual crops ."
When are LLMs Sufficient Policy Optimizers for Sequential RL Tasks?,"Stephane Hatgis-Kessell, Emma Brunskill",2026-05-29 01:24:24+00:00,https://arxiv.org/pdf/2605.30719v1," Prompted Policy Optimization (PromptPO) is an iterative method that prompts an LLM with Python descriptions of the state space, action space, and reward function . PromptPO often matches or exceeds performance of standard RL baselines while using substantially fewer environment interactions ."
Simple Token-Efficient Vision-Language Model for Case-level Pathology Synoptic Report Generation,"Zhiyuan Yang, Jiahao Cheng, Vincent Quoc-Huy Trinh, Mahdi S. Hosseini",2026-05-29 01:15:13+00:00,https://arxiv.org/pdf/2605.30716v1, Generating clinically useful pathology reports for pathology cases from whole-slide images is challenging due to gigapixel resolution and long visual-token sequences . We present a simple token-efficient vision--language model for case-level synoptic report generation that remains practical under constrained GPU memory .
SAGE: A Novelty Gate for Efficient Memory Evolution in Agentic LLMs,"Sijia Wang, Dhanajit Brahma, Ricardo Henao",2026-05-29 01:03:39+00:00,https://arxiv.org/pdf/2605.30711v1," SAGE is a Spherical Adaptive Gate for memory Evolution that scores candidate facts with a von Mises-Fisher-based density estimator over memory embeddings and routes them with an adaptive threshold that tracks memory-store geometry . SAGE resolves clearly novel facts as ADD, clearly redundant facts as NOOP and sends only uncertain cases to an LLM merge step ."
Seeing Before Agreeing: Aligning Multi-Agent Consensus with Visual Evidence,"Yuhan Wang, Shuochen Chang, Yalin Feng, Dongsheng Ma, Yuanzi Li, Zhengren Wang, Yinglong Yang, Yufei Chen, Yikang Wang, Shaoxu Sun, Wentao Zhang",2026-05-29 00:45:25+00:00,https://arxiv.org/pdf/2605.30698v1," Vision-language models (VLMs) have achieved strong performance on visual question answering (VQA) To mitigate individual hallucinations and blind spots, aggregating diverse perspectives via multi-agent collaboration has emerged as a promising paradigm . The potential in the multimodal domain remains under-explored ."
ConTrans: Learning Text-enhanced Local-global Temporal Representations for Zero-shot Temporal Action Localization,"Kanchan Keisham, Thenukan Pathmanathan, Thangarajah Akilan",2026-05-29 00:34:17+00:00,https://arxiv.org/pdf/2605.30689v1," Zero-shot Temporal Action Localization (ZS-TAL) aims to detect and locate previously unseen actions in untrimmed videos . We propose a novel multi-scale encoder architecture, termed ConTrans, that integrates convolutional (Conv) inductive biases with transformer Self-attention ."
"Depth-Dependent Indirect Prompt Injection in Tool-Calling ReAct Agents: Injection Depth, Payload Framing, and Turn-Budget Sensitivity",Mohammadreza Rashidi,2026-05-29 00:28:42+00:00,https://arxiv.org/pdf/2605.30686v1," ReAct agents that interleave chain-of-thought reasoning with tool calls are increasingly deployed for real tasks such as scheduling, file retrieval, and data access . An adversary who controls any tool's return value can embed instructions that redirect the agent away from the user's goal ."
How Early Adopters Used Generative AI Worldwide: Variation by Country Income and Language,"Madeleine I. G. Daepp, Isaac Slaughter",2026-05-29 00:28:36+00:00,https://arxiv.org/pdf/2605.30685v1," Schooling is the most common domain of use in most countries, particularly low-income countries . Leisure-related use, by contrast, is positively associated with country-level income . Language, we find, also shapes use: English-language interactions are overrepresented in places where the predominant languages were not well-served by existing models ."
Healthcare Mechanisms from Policy-as-Code Search under Strategic Provider Response,"Zihan Wang, Xiang Xu, Hongyuan Zha, Wenhao Li",2026-05-29 00:21:54+00:00,https://arxiv.org/pdf/2605.30680v1," Medi-Sim is a multi-agent simulator with five strategic provider channels (coding, selection, delay, effort, triage) An incentive sweep recovers classical health-economics findings . An audit lever exposes pressure migration: closing the coding chann ."
Investigating Detection and Obfuscation of Prompt Injection Attacks Against Software Reverse Engineering AI Agents,"Brian Crawford, Patrick McClure",2026-05-29 00:13:35+00:00,https://arxiv.org/pdf/2605.30677v1, Agentic software reverse engineering systems are vulnerable to prompt injection attacks placed into the source code of executable binary files . This research advances the understanding of risk and security of agentic software analysis systems necessary for their deployment into production-level cyber workflows .
"Human-Alignment, Calibration, and Activation Patterns in Large Language Model Uncertainty","Kyle Moore, Jesse Roberts, Daryl Watson, William Ward, Grayson Heyboer",2026-05-29 00:08:59+00:00,https://arxiv.org/pdf/2605.30675v1," Uncertainty Quantification is a large and growing subfield of large language model behavioral analysis . The field has largely focused on measuring and improving calibration, the accuracy of uncertainty judgments to task efficacy . We investigate the presence and strength of human-similar uncertainty signals, deemed uncertainty alignment, in large language models ."
Reinforcement Learning for Special Education: Aligning LLM Tutors to Diverse Learners through Disability-Adaptive Training,"Unggi Lee, Jihoi Na, Yeil Jeong, Haeun Park, Yeonju Jang",2026-05-29 00:04:19+00:00,https://arxiv.org/pdf/2605.30670v1," Large language models are increasingly deployed as intelligent tutors, yet research on aligning them for special education remains absent . We introduce a framework that extends pedagogical RL to special education through two components: a two-dimensional adaptive system prompt and a disability-specific teaching style ."
CobSeg: Coherence Boundary Modeling for Dialogue Topic Segmentation,"Sijin Sun, Liangbin Zhao, Jiaxiang Cai, Ming Deng, Mingyu Luo, Xiuju Fu",2026-05-29 00:02:51+00:00,https://arxiv.org/pdf/2605.30668v1," CobSeg is a novel multi-branch architecture that separates coherence-level semantic continuity from lexical boundary transitions . CobSeg uses boundary informativeness weighting to emphasize high-utility utterance positions, and incorporates a corpus-derived topic coherence cue with learned combination weights ."
Automatically Attacking Software Reverse Engineering AI Agents,"Brian Crawford, Justin Phillips, Patrick McClure",2026-05-28 23:58:25+00:00,https://arxiv.org/pdf/2605.30667v1, Software tools for reverse engineering executable binary files enable malware analysts to safely conduct robust static analysis without having access to original source code . Large language models (LLM) and agentic systems enabled with tools such as GhidraMCP can allow analysts to automate a previously human driven process .
Structure-Induced Information for Rerooting Levin Tree Search,"Jake Tuero, Michael Buro, Laurent Orseau, Levi H. S. Lelis",2026-05-28 23:51:21+00:00,https://arxiv.org/pdf/2605.30664v1," Subgoal-based policy tree search is effective for complex single-agent deterministic problems but often relies on explicit subgoal generation that can incur substantial overhead and hinders scalability . In this paper, we overcome these limitations by using a learned ``rerooter'' through the recently-introduced $\sqrt{\text{LTS$ algorithm ."
EUDAIMONIA: Evaluating Undesirable Dynamics in AI,"Jun Rui Huang, Wang Bill Zhu, Ziyi Liu, Nathanael Fast, Ravi Iyer, Robin Jia",2026-05-28 23:17:26+00:00,https://arxiv.org/pdf/2605.30654v1," Large language models are increasingly used as conversational partners for companionship, emotional disclosure, and interpersonal advice . Social dynamics of these interactions can create harms that are not captured by capability-oriented or traditional safety evaluations . We introduce the Social AI Design Code, a framework for evaluating whether LLMs align with user welfare in social interactions ."
LARK: Learnability-Grounded Trajectory Selection for Efficient Reasoning Distillation,"Tianrun Yu, Kaixiang Zhao, Chih-Chun Chen, Amanda Hughes, Taylor W. Killian, Fenglong Ma, Weitong Zhang, Porter Jenkins",2026-05-28 23:11:13+00:00,https://arxiv.org/pdf/2605.30651v1, LARK selects trajectories that the student can learn efficiently while preserving the generalization of the full training distribution . At the core of LARK is a learnability factor $ρ$ which characterizes the rate at which the student's training loss decreases .
When AI Meets Wall Street: A Survey on Trustworthy AI in Fintech,"Qingwen Zeng, Zhenghao Zhao, Yitian Yang, Yiqi Zhu, Fangchen Liu, Zhaoge Bi, Moe Thandar Kyaw Wynn, Kim-Kwang Raymond Choo, Huaming Chen",2026-05-28 23:10:04+00:00,https://arxiv.org/pdf/2605.30650v1," Artificial intelligence is now embedded as a primary decision engine in continuously operated financial AI pipelines . Small algorithmic perturbations can amplify into persistent, system-level financial harm ."
"Same Patient, Different Words, Different Diagnosis? Evaluating Semantic Stability in Clinical LLMs","Mahdi Alkaeed, Adnan Qayyum, Nabeel Abo Kashreef, Muhammad Bilal, Junaid Qadir",2026-05-28 23:03:43+00:00,https://arxiv.org/pdf/2605.30646v1," Large Language Models (LLMs) are increasingly used in clinical applications . Their behavior remains highly sensitive to subtle linguistic variations, such as rephrasing or syntactic variation . This sensitivity poses risks in safety-critical healthcare settings, where semantically equivalent inputs should produce consistent predictions ."
COFT: Counterfactual-Conformal Decoding for Fair Chain-of-Thought Reasoning in Large Language Models,"Arya Fayyazi, Mehdi Kamal, Massoud Pedram",2026-05-28 22:52:15+00:00,https://arxiv.org/pdf/2605.30641v1," COFT (Chain of Fair Thought) is a training-free decoding method that applies token-level fairness control at decode time . COFT operates in three stages. First, it creates a masked counterfactual prompt by replacing sensitive spans with neutral tokens . Second, it compares the factual and masked logit distributions through lightweight logit fusion to attenuate attribute-driven biases ."
PInVerify: An Offline Embodied Benchmark for Active Instance Verification,Yuhang Jiang,2026-05-28 22:42:38+00:00,https://arxiv.org/pdf/2605.30639v1," Active Instance Verification (AIV) is a task in which an agent actively selects viewpoints around a candidate object to decide whether it matches a fine-grained natural-language description . We formalize AIV as a finite-horizon decision process and introduce PInVerify, an offline benchmark for AIV ."
Score Broadcast and Decorrelation: A General Framework for Broadcast-Based Credit Assignment,"Mustafa Uzun, Mete Erdogan, Cengiz Pehlevan, Alper T. Erdogan",2026-05-28 22:38:28+00:00,https://arxiv.org/pdf/2605.30638v1, Error broadcast is a biologically plausible alternative to backpropagation that sends output information to hidden layers without weight transport . We introduce Score Broadcast and Decorrelation (SBD) framework for broadcast-based credit assignment for general families of differentiable losses .
